hs16 151    175 0.014
hs16 82451  82475 0.104
hs16 82476  82500 0.028
hs16 82501  82525 0.028
hs16 82601  82625 0.661
hs16 82626  82650 0.69
hs16 82651  82675 0.796
hs16 82676  82700 0.997
hs16 82701  82725 1.103
hs16 82726  82750 0.191
hs16 82751  82775 0.076
hs16 82776  82800 0.028
hs16 82801  82825 0.076
hs16 82826  82850 0.133
hs16 82851  82875 0.133
hs16 82876  82900 0.047
hs16 82926  82950 0.047
hs16 82951  82975 0.076
hs16 82976  83000 0.076
hs16 83001  83025 0.028
hs16 83026  83050 0.047
hs16 83051  83075 0.104
hs16 83076  83100 0.103
hs16 83101  83125 0.103
hs16 83126  83150 0.079
hs16 83151  83175 0.103
hs16 83176  83200 0.079
hs16 83201  83225 0.044
hs16 83226  83250 1.051
hs16 83251  83275 1.098
hs16 83276  83300 1.32
hs16 83301  83325 1.461
hs16 83326  83350 0.161
hs16 83351  83375 0.079
hs16 83376  83400 0.021
hs16 83401  83425 0.138
hs16 83426  83450 0.161
hs16 83451  83475 0.161
hs16 83476  83500 0.021
hs16 83601  83625 0.021
hs16 83626  83650 0.079
hs16 83651  83675 0.079
hs16 83676  83700 0.056
hs16 83701  83725 0.009
hs16 83726  83750 0.009
hs16 83776  83800 0.021
hs16 83801  83825 0.103
hs16 83826  83850 0.103
hs16 83851  83875 0.079
hs16 83901  83925 0.044
hs16 83926  83950 0.138
hs16 83951  83975 0.138
hs16 83976  84000 0.103
hs16 84001  84025 0.044
hs16 84026  84050 0.079
hs16 84051  84075 0.044
hs16 84076  84100 0.021
hs16 84101  84125 0.028
hs16 84126  84150 0.083
hs16 84151  84175 0.111
hs16 84176  84200 0.083
hs16 84201  84225 0.055
hs16 84226  84250 0.028
hs16 84251  84275 0.083
hs16 84276  84300 0.083
hs16 84301  84325 0.083
hs16 84326  84350 0.055
hs16 84351  84375 0.028
hs16 84376  84400 0.028
hs16 84476  84500 0.028
hs16 84501  84525 0.055
hs16 84526  84550 0.055
hs16 84551  84575 0.055
hs16 84576  84600 0.028
hs16 84601  84625 0.055
hs16 84626  84650 0.028
hs16 84651  84675 0.028
hs16 84676  84700 0.028
hs16 84701  84725 0.055
hs16 84726  84750 0.055
hs16 84751  84775 0.028
hs16 84801  84825 0.028
hs16 84826  84850 0.028
hs16 84851  84875 0.055
hs16 84876  84900 0.028
hs16 84901  84925 0.055
hs16 84926  84950 0.055
hs16 84951  84975 0.055
hs16 84976  85000 0.028
hs16 85101  85125 0.028
hs16 85126  85150 0.055
hs16 85151  85175 0.055
hs16 85176  85200 0.055
hs16 85201  85225 0.028
hs16 85226  85250 0.055
hs16 85251  85275 0.028
hs16 85276  85300 0.028
hs16 85451  85475 0.028
hs16 85476  85500 0.028
hs16 85501  85525 0.028
hs16 85601  85625 0.028
hs16 85626  85650 0.083
hs16 85651  85675 0.111
hs16 85676  85700 0.083
hs16 85701  85725 0.055
hs16 85726  85750 0.028
hs16 85751  85775 0.055
hs16 85776  85800 0.055
hs16 85801  85825 0.055
hs16 85826  85850 0.028
hs16 85926  85950 0.028
hs16 85951  85975 0.028
hs16 85976  86000 0.028
hs16 86026  86050 0.055
hs16 86051  86075 0.055
hs16 86076  86100 0.055
hs16 86101  86125 0.028
hs16 86126  86150 0.083
hs16 86151  86175 0.083
hs16 86176  86200 0.055
hs16 86326  86350 0.028
hs16 86351  86375 0.028
hs16 86376  86400 0.028
hs16 86476  86500 0.055
hs16 86501  86525 0.055
hs16 86526  86550 0.055
hs16 86551  86575 0.028
hs16 86576  86600 0.083
hs16 86601  86625 0.083
hs16 86626  86650 0.055
hs16 86751  86775 0.028
hs16 86776  86800 0.028
hs16 86801  86825 0.028
hs16 87151  87175 0.028
hs16 87176  87200 0.028
hs16 87201  87225 0.028
hs16 87601  87625 0.028
hs16 87626  87650 0.028
hs16 87651  87675 0.103
hs16 87676  87700 0.081
hs16 87701  87725 0.081
hs16 87751  87775 0.028
hs16 87776  87800 0.049
hs16 87801  87825 0.049
hs16 87826  87850 0.049
hs16 87851  87875 0.028
hs16 87876  87900 0.028
hs16 87926  87950 0.028
hs16 87951  87975 0.028
hs16 87976  88000 0.028
hs16 88151  88175 1.214
hs16 88176  88200 1.385
hs16 88201  88225 1.261
hs16 88226  88250 1.687
hs16 88251  88275 1.602
hs16 88276  88300 1.29
hs16 88301  88325 0.07
hs16 88326  88350 0.042
hs16 88351  88375 0.042
hs16 88376  88400 0.028
hs16 88401  88425 0.028
hs16 88426  88450 0.07
hs16 88451  88475 0.099
hs16 88476  88500 0.07
hs16 88501  88525 0.028
hs16 88551  88575 0.028
hs16 88576  88600 0.028
hs16 88601  88625 0.028
hs16 88676  88700 0.042
hs16 88701  88725 0.042
hs16 88726  88750 0.042
hs16 88751  88775 0.028
hs16 88776  88800 0.042
hs16 88801  88825 0.042
hs16 88826  88850 0.028
hs16 89001  89025 0.028
hs16 89026  89050 0.07
hs16 89051  89075 0.07
hs16 89076  89100 0.042
hs16 89101  89125 0.028
hs16 89126  89150 0.042
hs16 89151  89175 0.042
hs16 89176  89200 0.028
hs16 89301  89325 0.027
hs16 89326  89350 0.027
hs16 89351  89375 0.027
hs16 89376  89400 0.027
hs16 89401  89425 0.027
hs16 89426  89450 0.036
hs16 89451  89475 0.009
hs16 89476  89500 0.009
hs16 89651  89675 0.027
hs16 89676  89700 0.027
hs16 89701  89725 0.082
hs16 89726  89750 0.111
hs16 89751  89775 0.166
hs16 89776  89800 0.111
hs16 89801  89825 0.111
hs16 89826  89850 0.111
hs16 89851  89875 0.166
hs16 89876  89900 0.111
hs16 89901  89925 0.055
hs16 89951  89975 0.027
hs16 89976  90000 0.027
hs16 90001  90025 0.027
hs16 90026  90050 0.027
hs16 90051  90075 0.055
hs16 90076  90100 0.055
hs16 90101  90125 0.027
hs16 90151  90175 0.055
hs16 90176  90200 0.055
hs16 90201  90225 0.055
hs16 90251  90275 0.027
hs16 90276  90300 0.027
hs16 90301  90325 0.055
hs16 90326  90350 0.025
hs16 90351  90375 0.101
hs16 90376  90400 0.733
hs16 90401  90425 1.289
hs16 90426  90450 2.036
hs16 90451  90475 2.438
hs16 90476  90500 1.959
hs16 90501  90525 1.404
hs16 90551  90575 0.025
hs16 90576  90600 0.025
hs16 90601  90625 0.025
hs16 90801  90825 0.006
hs16 90826  90850 0.006
hs16 90851  90875 0.006
hs16 91301  91325 0.025
hs16 91326  91350 0.025
hs16 91351  91375 0.055
hs16 91376  91400 0.028
hs16 91401  91425 0.028
hs16 91451  91475 0.055
hs16 91476  91500 0.083
hs16 91501  91525 0.083
hs16 91526  91550 0.028
hs16 91576  91600 0.028
hs16 91601  91625 0.028
hs16 91626  91650 0.028
hs16 91851  91875 0.028
hs16 91876  91900 0.028
hs16 91901  91925 0.028
hs16 91976  92000 0.028
hs16 92001  92025 0.028
hs16 92026  92050 0.028
hs16 92151  92175 0.028
hs16 92176  92200 0.028
hs16 92201  92225 0.028
hs16 92226  92250 0.028
hs16 92251  92275 0.028
hs16 92276  92300 0.028
hs16 92351  92375 0.028
hs16 92376  92400 0.028
hs16 92401  92425 0.028
hs16 92751  92775 0.028
hs16 92776  92800 0.028
hs16 92801  92825 0.028
hs16 92851  92875 0.028
hs16 92876  92900 0.028
hs16 92901  92925 0.028
hs16 93101  93125 0.028
hs16 93126  93150 0.028
hs16 93151  93175 0.028
hs16 93176  93200 0.028
hs16 93201  93225 0.028
hs16 93226  93250 0.028
hs16 93776  93800 0.028
hs16 93801  93825 0.028
hs16 93826  93850 0.028
hs16 94201  94225 0.003
hs16 94226  94250 0.003
hs16 94251  94275 0.003
hs16 94401  94425 0.055
hs16 94426  94450 0.055
hs16 94451  94475 0.055
hs16 94501  94525 0.028
hs16 94526  94550 0.028
hs16 94551  94575 0.055
hs16 94576  94600 0.055
hs16 94601  94625 0.055
hs16 94626  94650 0.028
hs16 94776  94800 0.028
hs16 94801  94825 0.055
hs16 94826  94850 0.055
hs16 94851  94875 0.028
hs16 94901  94925 0.028
hs16 94926  94950 0.028
hs16 94951  94975 0.028
hs16 95376  95400 0.028
hs16 95401  95425 0.028
hs16 95426  95450 0.028
hs16 95701  95725 0.028
hs16 95726  95750 0.028
hs16 95751  95775 0.028
hs16 96526  96550 0.028
hs16 96551  96575 0.028
hs16 96576  96600 0.028
hs16 96601  96625 0.028
hs16 96626  96650 0.028
hs16 96651  96675 0.028
hs16 96701  96725 0.028
hs16 96726  96750 0.028
hs16 96751  96775 0.028
hs16 96826  96850 0.028
hs16 96851  96875 0.028
hs16 96876  96900 0.028
hs16 97126  97150 0.028
hs16 97151  97175 0.028
hs16 97176  97200 0.028
hs16 97626  97650 0.028
hs16 97651  97675 0.028
hs16 97676  97700 0.028
hs16 97726  97750 0.028
hs16 97751  97775 0.028
hs16 97776  97800 0.028
hs16 97976  98000 0.028
hs16 98001  98025 0.028
hs16 98026  98050 0.028
hs16 98726  98750 0.028
hs16 98751  98775 0.028
hs16 98776  98800 0.028
hs16 98826  98850 0.028
hs16 98851  98875 0.028
hs16 98876  98900 0.028
hs16 99151  99175 0.028
hs16 99176  99200 0.028
hs16 99201  99225 0.028
hs16 100226 100250 0.028
hs16 100251 100275 0.028
hs16 100276 100300 0.028
hs16 100526 100550 1.622
hs16 100551 100575 1.826
hs16 100576 100600 2.345
hs16 100601 100625 1.734
hs16 102201 102225 0.028
hs16 102226 102250 0.028
hs16 102251 102275 0.028
hs16 102626 102650 1.468
hs16 102651 102675 1.015
hs16 102676 102700 0.663
hs16 102701 102725 0.515
hs16 102726 102750 0.686
hs16 102751 102775 0.912
hs16 103151 103175 0.028
hs16 103176 103200 0.028
hs16 103201 103225 0.028
hs16 103276 103300 0.028
hs16 103301 103325 0.028
hs16 103326 103350 0.028
hs16 103726 103750 0.028
hs16 103751 103775 0.028
hs16 103776 103800 0.028
hs16 103851 103875 0.028
hs16 103876 103900 0.028
hs16 103901 103925 0.028
hs16 105401 105425 0.028
hs16 105426 105450 0.028
hs16 105451 105475 0.028
hs16 105501 105525 0.028
hs16 105526 105550 0.028
hs16 105551 105575 0.028
hs16 106101 106125 0.028
hs16 106126 106150 0.028
hs16 106151 106175 0.028
hs16 106201 106225 0.028
hs16 106226 106250 0.028
hs16 106251 106275 0.028
hs16 106276 106300 0.028
hs16 106301 106325 0.028
hs16 106326 106350 0.028
hs16 106826 106850 0.004
hs16 106851 106875 0.004
hs16 106876 106900 0.004
hs16 107301 107325 0.691
hs16 107326 107350 0.605
hs16 107351 107375 0.551
hs16 107376 107400 0.083
hs16 108601 108625 0.028
hs16 108626 108650 0.028
hs16 108651 108675 0.028
hs16 108701 108725 0.028
hs16 108726 108750 0.028
hs16 108751 108775 0.028
hs16 109126 109150 1.043
hs16 109151 109175 1.075
hs16 109176 109200 1.161
hs16 109201 109225 1.107
hs16 109226 109250 1.214
hs16 109251 109275 0.883
hs16 109276 109300 0.028
hs16 110851 110875 0.028
hs16 110876 110900 0.028
hs16 110901 110925 0.028
hs16 110926 110950 0.028
hs16 110951 110975 0.028
hs16 110976 111000 0.028
hs16 111026 111050 0.028
hs16 111051 111075 0.028
hs16 111076 111100 0.028
hs16 111976 112000 0.008
hs16 112001 112025 0.008
hs16 112026 112050 0.008
hs16 112176 112200 0.027
hs16 112201 112225 0.027
hs16 112226 112250 0.027
hs16 112776 112800 0.055
hs16 112801 112825 0.083
hs16 112826 112850 0.083
hs16 112851 112875 0.027
hs16 112876 112900 0.055
hs16 112901 112925 0.083
hs16 112926 112950 0.083
hs16 112951 112975 0.027
hs16 112976 113000 0.027
hs16 113001 113025 0.028
hs16 113226 113250 0.028
hs16 113701 113725 0.028
hs16 113726 113750 0.028
hs16 113751 113775 0.028
hs16 113776 113800 0.028
hs16 113801 113825 0.028
hs16 113826 113850 0.028
hs16 114426 114450 0.027
hs16 114451 114475 0.055
hs16 114476 114500 0.055
hs16 114501 114525 0.027
hs16 114551 114575 0.055
hs16 114576 114600 0.055
hs16 114601 114625 0.055
hs16 114676 114700 0.027
hs16 114701 114725 0.082
hs16 114726 114750 0.082
hs16 114751 114775 0.055
hs16 114826 114850 0.009
hs16 114851 114875 0.009
hs16 114876 114900 0.009
hs16 114951 114975 0.082
hs16 114976 115000 0.138
hs16 115001 115025 0.166
hs16 115026 115050 0.082
hs16 115051 115075 0.027
hs16 116926 116950 0.028
hs16 116951 116975 0.028
hs16 116976 117000 0.028
hs16 117326 117350 0.028
hs16 117351 117375 0.028
hs16 117376 117400 0.028
hs16 117601 117625 0.028
hs16 117626 117650 0.028
hs16 117651 117675 0.028
hs16 117826 117850 0.028
hs16 117851 117875 0.028
hs16 117876 117900 0.028
hs16 117926 117950 0.028
hs16 117951 117975 0.028
hs16 117976 118000 0.028
hs16 118251 118275 0.028
hs16 118276 118300 0.028
hs16 118301 118325 0.028
hs16 118376 118400 0.028
hs16 118401 118425 0.028
hs16 118426 118450 0.028
hs16 118826 118850 0.028
hs16 118851 118875 0.028
hs16 118876 118900 0.028
hs16 118926 118950 0.028
hs16 118951 118975 0.028
hs16 118976 119000 0.028
hs16 119126 119150 0.028
hs16 119151 119175 0.028
hs16 119176 119200 0.028
hs16 119626 119650 0.028
hs16 119651 119675 0.028
hs16 119676 119700 0.028
hs16 119751 119775 0.028
hs16 119776 119800 0.028
hs16 119801 119825 0.028
hs16 120326 120350 0.028
hs16 120351 120375 0.028
hs16 120376 120400 0.028
hs16 120526 120550 0.577
hs16 120551 120575 0.803
hs16 120576 120600 1.02
hs16 121551 121575 0.028
hs16 121576 121600 0.028
hs16 121601 121625 0.028
hs16 121676 121700 0.028
hs16 121701 121725 0.028
hs16 121726 121750 0.055
hs16 121751 121775 0.028
hs16 121776 121800 0.055
hs16 121801 121825 0.055
hs16 121826 121850 0.055
hs16 121851 121875 0.028
hs16 121926 121950 0.028
hs16 121951 121975 0.028
hs16 121976 122000 0.028
hs16 122026 122050 0.028
hs16 122051 122075 0.028
hs16 122076 122100 0.028
hs16 122151 122175 0.028
hs16 122176 122200 0.028
hs16 122201 122225 0.028
hs16 122226 122250 0.028
hs16 122251 122275 0.028
hs16 122276 122300 0.028
hs16 122326 122350 0.028
hs16 122351 122375 0.028
hs16 122376 122400 0.083
hs16 122401 122425 0.055
hs16 122426 122450 0.055
hs16 122451 122475 0.055
hs16 122476 122500 0.055
hs16 122501 122525 0.055
hs16 123001 123025 0.028
hs16 123026 123050 0.028
hs16 123051 123075 0.028
hs16 123101 123125 0.028
hs16 123126 123150 0.028
hs16 123151 123175 0.028
hs16 123726 123750 0.028
hs16 123751 123775 0.028
hs16 123776 123800 0.055
hs16 123801 123825 0.028
hs16 123826 123850 0.028
hs16 123851 123875 0.028
hs16 123876 123900 0.028
hs16 123901 123925 0.028
hs16 124176 124200 0.028
hs16 124201 124225 0.028
hs16 124226 124250 0.028
hs16 124301 124325 0.083
hs16 124326 124350 0.083
hs16 124351 124375 0.083
hs16 124426 124450 0.028
hs16 124451 124475 0.055
hs16 124476 124500 0.055
hs16 124501 124525 0.028
hs16 125901 125925 0.028
hs16 125926 125950 0.028
hs16 125951 125975 0.028
hs16 126201 126225 0.028
hs16 126226 126250 0.028
hs16 126251 126275 0.028
hs16 126726 126750 0.028
hs16 126751 126775 0.028
hs16 126776 126800 0.028
hs16 126826 126850 0.028
hs16 126851 126875 0.028
hs16 126876 126900 0.028
hs16 127901 127925 0.023
hs16 127926 127950 0.023
hs16 127951 127975 0.023
hs16 127976 128000 0.023
hs16 128001 128025 0.023
hs16 128026 128050 0.023
hs16 128151 128175 1.074
hs16 128176 128200 0.824
hs16 128201 128225 0.548
hs16 128226 128250 0.574
hs16 128251 128275 0.41
hs16 128276 128300 0.359
hs16 128301 128325 0.186
hs16 128326 128350 0.221
hs16 128351 128375 0.048
hs16 128376 128400 0.083
hs16 128401 128425 0.04
hs16 128426 128450 0.066
hs16 128451 128475 0.048
hs16 128476 128500 0.04
hs16 128501 128525 0.014
hs16 128551 128575 0.023
hs16 128576 128600 0.023
hs16 128601 128625 0.023
hs16 128926 128950 0.028
hs16 128951 128975 0.082
hs16 128976 129000 0.111
hs16 129001 129025 0.138
hs16 129026 129050 0.082
hs16 129051 129075 0.082
hs16 129076 129100 0.082
hs16 129101 129125 0.111
hs16 129126 129150 0.138
hs16 129151 129175 0.082
hs16 129176 129200 0.055
hs16 129551 129575 0.055
hs16 129576 129600 0.082
hs16 129601 129625 0.082
hs16 129626 129650 0.028
hs16 130226 130250 0.028
hs16 130251 130275 0.028
hs16 130276 130300 0.028
hs16 130301 130325 0.028
hs16 130326 130350 0.028
hs16 130351 130375 0.028
hs16 130426 130450 0.028
hs16 130451 130475 0.028
hs16 130476 130500 0.028
hs16 133676 133700 0.028
hs16 133701 133725 0.028
hs16 133726 133750 0.028
hs16 133876 133900 0.028
hs16 133901 133925 0.028
hs16 133926 133950 0.028
hs16 134526 134550 0.028
hs16 134551 134575 0.028
hs16 134576 134600 0.028
hs16 136001 136025 0.028
hs16 136026 136050 0.028
hs16 136051 136075 0.028
hs16 136126 136150 0.028
hs16 136151 136175 0.028
hs16 136176 136200 0.028
hs16 137576 137600 0.003
hs16 137601 137625 0.003
hs16 137626 137650 0.003
hs16 141901 141925 0.009
hs16 141926 141950 0.009
hs16 141951 141975 0.009
hs16 146176 146200 0.004
hs16 146201 146225 0.004
hs16 146226 146250 0.004
hs16 163226 163250 0.014
hs16 163251 163275 0.014
hs16 163276 163300 0.014
hs16 165126 165150 0.028
hs16 165151 165175 0.028
hs16 165176 165200 0.028
hs16 165251 165275 0.028
hs16 165276 165300 0.028
hs16 165301 165325 0.028
hs16 166651 166675 0.028
hs16 166676 166700 0.028
hs16 166701 166725 0.028
hs16 166726 166750 0.028
hs16 166751 166775 0.028
hs16 166951 166975 0.028
hs16 167026 167050 0.014
hs16 167051 167075 0.014
hs16 167076 167100 0.014
hs16 167376 167400 0.028
hs16 167401 167425 0.028
hs16 167426 167450 0.028
hs16 167776 167800 0.028
hs16 167801 167825 0.028
hs16 167826 167850 0.028
hs16 170176 170200 0.028
hs16 170201 170225 0.028
hs16 170226 170250 0.028
hs16 170301 170325 0.055
hs16 170326 170350 0.055
hs16 170351 170375 0.055
hs16 170651 170675 0.028
hs16 170676 170700 0.028
hs16 170701 170725 0.055
hs16 170726 170750 0.028
hs16 170751 170775 0.028
hs16 170826 170850 0.028
hs16 170851 170875 0.028
hs16 170876 170900 0.028
hs16 170951 170975 0.028
hs16 170976 171000 0.028
hs16 171001 171025 0.028
hs16 171201 171225 0.028
hs16 171226 171250 0.028
hs16 171251 171275 0.028
hs16 171326 171350 0.028
hs16 171351 171375 0.028
hs16 171376 171400 0.028
hs16 171801 171825 0.028
hs16 171826 171850 0.028
hs16 171851 171875 0.028
hs16 171876 171900 0.055
hs16 171901 171925 0.111
hs16 171926 171950 0.111
hs16 171951 171975 0.055
hs16 172026 172050 0.028
hs16 172051 172075 0.028
hs16 172076 172100 0.055
hs16 172101 172125 0.028
hs16 172126 172150 0.028
hs16 172651 172675 0.028
hs16 172676 172700 0.028
hs16 172701 172725 0.028
hs16 173376 173400 0.028
hs16 173401 173425 0.028
hs16 173426 173450 0.028
hs16 173726 173750 0.028
hs16 173751 173775 0.028
hs16 173776 173800 0.028
hs16 174101 174125 0.028
hs16 174126 174150 0.028
hs16 174151 174175 0.028
hs16 174701 174725 0.028
hs16 174726 174750 0.028
hs16 174751 174775 0.055
hs16 174776 174800 0.028
hs16 174801 174825 0.028
hs16 174876 174900 0.055
hs16 174901 174925 0.055
hs16 174926 174950 0.055
hs16 175026 175050 0.028
hs16 175051 175075 0.055
hs16 175076 175100 0.055
hs16 175101 175125 0.028
hs16 175151 175175 0.083
hs16 175176 175200 0.083
hs16 175201 175225 0.083
hs16 175251 175275 0.028
hs16 175276 175300 0.028
hs16 175301 175325 0.028
hs16 175451 175475 0.083
hs16 175476 175500 0.083
hs16 175501 175525 0.194
hs16 175526 175550 0.11
hs16 175551 175575 0.138
hs16 175576 175600 0.028
hs16 175601 175625 0.028
hs16 175626 175650 0.055
hs16 175651 175675 0.055
hs16 175676 175700 0.083
hs16 175701 175725 0.055
hs16 175726 175750 0.083
hs16 175751 175775 0.055
hs16 175776 175800 0.055
hs16 175801 175825 0.138
hs16 175826 175850 0.138
hs16 175851 175875 0.138
hs16 175876 175900 0.028
hs16 175901 175925 0.028
hs16 175926 175950 0.028
hs16 175951 175975 0.055
hs16 175976 176000 0.055
hs16 176001 176025 0.082
hs16 176026 176050 0.055
hs16 176051 176075 0.055
hs16 176976 177000 0.028
hs16 177001 177025 0.028
hs16 177226 177250 0.083
hs16 177251 177275 0.11
hs16 177276 177300 0.165
hs16 177301 177325 0.083
hs16 177326 177350 0.138
hs16 177351 177375 0.194
hs16 177376 177400 0.194
hs16 177401 177425 0.138
hs16 177426 177450 0.055
hs16 177451 177475 0.055
hs16 177476 177500 0.028
hs16 177501 177525 0.028
hs16 177526 177550 0.028
hs16 177551 177575 0.083
hs16 177576 177600 0.083
hs16 177601 177625 0.083
hs16 177626 177650 0.11
hs16 177651 177675 0.138
hs16 177676 177700 0.165
hs16 177701 177725 0.083
hs16 177726 177750 0.083
hs16 177751 177775 0.138
hs16 177776 177800 0.138
hs16 177801 177825 0.138
hs16 177826 177850 0.028
hs16 177851 177875 0.055
hs16 177876 177900 0.055
hs16 177901 177925 0.083
hs16 177926 177950 0.083
hs16 177951 177975 0.055
hs16 177976 178000 0.028
hs16 178001 178025 0.022
hs16 178026 178050 0.022
hs16 178051 178075 0.022
hs16 178151 178175 0.035
hs16 178176 178200 0.035
hs16 178201 178225 0.035
hs16 178276 178300 0.022
hs16 178301 178325 0.022
hs16 178326 178350 0.022
hs16 178451 178475 0.022
hs16 178476 178500 0.022
hs16 178501 178525 0.074
hs16 178526 178550 0.048
hs16 178551 178575 0.048
hs16 178576 178600 0.022
hs16 178601 178625 0.022
hs16 178626 178650 0.048
hs16 178651 178675 0.022
hs16 178676 178700 0.022
hs16 178776 178800 0.022
hs16 178801 178825 0.022
hs16 178826 178850 0.022
hs16 178851 178875 0.022
hs16 178876 178900 0.074
hs16 178901 178925 0.074
hs16 178926 178950 0.048
hs16 178951 178975 0.048
hs16 178976 179000 0.126
hs16 179001 179025 0.27
hs16 179026 179050 1.716
hs16 179051 179075 2.733
hs16 179076 179100 2.826
hs16 179101 179125 1.623
hs16 179126 179150 1.091
hs16 179151 179175 2.733
hs16 179176 179200 2.594
hs16 179201 179225 2.224
hs16 179226 179250 0.56
hs16 179251 179275 0.536
hs16 179276 179300 0.467
hs16 179301 179325 0.536
hs16 179326 179350 0.629
hs16 179351 179375 0.074
hs16 179401 179425 0.051
hs16 179426 179450 0.097
hs16 179451 179475 0.12
hs16 179476 179500 0.074
hs16 179501 179525 0.051
hs16 179526 179550 0.12
hs16 179551 179575 0.467
hs16 179576 179600 0.536
hs16 179601 179625 0.536
hs16 179626 179650 0.259
hs16 179651 179675 0.56
hs16 179676 179700 0.629
hs16 179701 179725 0.745
hs16 179726 179750 0.467
hs16 179751 179775 0.375
hs16 179776 179800 0.398
hs16 179801 179825 0.49
hs16 179826 179850 0.467
hs16 179851 179875 0.398
hs16 179876 179900 0.236
hs16 179901 179925 0.259
hs16 179926 179950 0.375
hs16 179951 179975 0.745
hs16 179976 180000 1.346
hs16 180001 180025 1.323
hs16 180026 180050 0.929
hs16 180051 180075 1.016
hs16 180076 180100 0.94
hs16 180101 180125 1.247
hs16 180126 180150 0.911
hs16 180151 180175 0.354
hs16 180176 180200 0.412
hs16 180201 180225 0.354
hs16 180226 180250 0.133
hs16 180251 180275 0.133
hs16 180276 180300 0.191
hs16 180301 180325 0.191
hs16 180326 180350 0.104
hs16 180351 180375 0.076
hs16 180376 180400 0.191
hs16 180401 180425 0.191
hs16 180426 180450 0.162
hs16 180451 180475 0.133
hs16 180476 180500 0.22
hs16 180501 180525 0.191
hs16 180526 180550 0.133
hs16 180551 180575 0.604
hs16 180576 180600 0.104
hs16 180601 180625 0.104
hs16 180626 180650 0.133
hs16 180651 180675 0.076
hs16 180676 180700 0.047
hs16 180701 180725 0.047
hs16 180726 180750 0.047
hs16 180751 180775 0.133
hs16 180776 180800 0.133
hs16 180801 180825 0.104
hs16 180826 180850 0.028
hs16 180926 180950 0.047
hs16 180951 180975 0.047
hs16 180976 181000 0.104
hs16 181001 181025 0.191
hs16 181026 181050 0.248
hs16 181051 181075 0.22
hs16 181076 181100 0.137
hs16 181101 181125 0.111
hs16 181126 181150 0.137
hs16 181151 181175 0.111
hs16 181176 181200 0.165
hs16 181201 181225 0.165
hs16 181226 181250 0.137
hs16 181251 181275 0.111
hs16 181276 181300 0.111
hs16 181301 181325 0.193
hs16 181326 181350 0.193
hs16 181351 181375 0.248
hs16 181376 181400 0.248
hs16 181401 181425 0.193
hs16 181426 181450 0.111
hs16 181451 181475 0.111
hs16 181476 181500 0.111
hs16 181501 181525 0.082
hs16 181526 181550 0.054
hs16 181551 181575 0.054
hs16 181576 181600 0.054
hs16 181651 181675 0.054
hs16 181676 181700 0.111
hs16 181701 181725 0.111
hs16 181726 181750 0.054
hs16 181751 181775 0.028
hs16 181776 181800 0.054
hs16 181801 181825 0.082
hs16 181826 181850 0.082
hs16 181851 181875 0.111
hs16 181876 181900 0.137
hs16 181901 181925 0.111
hs16 181926 181950 0.137
hs16 181951 181975 0.082
hs16 181976 182000 0.137
hs16 182001 182025 0.054
hs16 182026 182050 0.082
hs16 182051 182075 0.028
hs16 182076 182100 0.082
hs16 182101 182125 0.164
hs16 182126 182150 0.3
hs16 182151 182175 0.3
hs16 182176 182200 0.243
hs16 182201 182225 0.243
hs16 182226 182250 0.243
hs16 182251 182275 0.323
hs16 182276 182300 0.243
hs16 182301 182325 0.221
hs16 182326 182350 0.243
hs16 182351 182375 0.221
hs16 182376 182400 0.221
hs16 182401 182425 0.073
hs16 182426 182450 0.13
hs16 182451 182475 0.221
hs16 182476 182500 0.187
hs16 182501 182525 0.107
hs16 182576 182600 0.05
hs16 182601 182625 0.05
hs16 182626 182650 0.107
hs16 182651 182675 0.05
hs16 182676 182700 0.073
hs16 182701 182725 0.073
hs16 182726 182750 0.073
hs16 182751 182775 0.073
hs16 182776 182800 0.028
hs16 182801 182825 0.028
hs16 182851 182875 0.028
hs16 182876 182900 0.05
hs16 182901 182925 0.05
hs16 182926 182950 0.028
hs16 182951 182975 0.686
hs16 182976 183000 1.071
hs16 183001 183025 1.219
hs16 183026 183050 0.05
hs16 183051 183075 0.05
hs16 183076 183100 0.073
hs16 183101 183125 0.05
hs16 183126 183150 0.055
hs16 183151 183175 0.028
hs16 183176 183200 0.028
hs16 183201 183225 0.028
hs16 183226 183250 0.055
hs16 183251 183275 0.055
hs16 183276 183300 0.028
hs16 183301 183325 0.028
hs16 183326 183350 0.028
hs16 183351 183375 0.028
hs16 183451 183475 0.028
hs16 183476 183500 0.028
hs16 183501 183525 0.055
hs16 183526 183550 0.028
hs16 183551 183575 0.055
hs16 183576 183600 0.055
hs16 183601 183625 0.055
hs16 183626 183650 0.028
hs16 183701 183725 0.055
hs16 183726 183750 0.055
hs16 183751 183775 0.055
hs16 184151 184175 0.055
hs16 184176 184200 0.083
hs16 184201 184225 0.083
hs16 184226 184250 0.055
hs16 184251 184275 0.028
hs16 184276 184300 0.055
hs16 184301 184325 0.055
hs16 184326 184350 0.055
hs16 184351 184375 0.028
hs16 184401 184425 0.055
hs16 184426 184450 0.055
hs16 184451 184475 0.055
hs16 185051 185075 0.028
hs16 185076 185100 0.028
hs16 185101 185125 0.028
hs16 185176 185200 0.028
hs16 185201 185225 0.028
hs16 185226 185250 0.028
hs16 185351 185375 0.028
hs16 185376 185400 0.028
hs16 185401 185425 0.028
hs16 185451 185475 0.028
hs16 185476 185500 0.055
hs16 185501 185525 0.055
