hs16 151    175 0.015
hs16 48376  48400 0.147
hs16 48401  48425 0.207
hs16 48426  48450 0.176
hs16 48451  48475 0.118
hs16 48476  48500 0.088
hs16 48501  48525 0.118
hs16 48526  48550 0.118
hs16 48551  48575 0.088
hs16 48576  48600 0.059
hs16 48601  48625 0.03
hs16 48626  48650 0.059
hs16 48651  48675 0.118
hs16 48676  48700 0.147
hs16 48701  48725 0.118
hs16 48726  48750 0.03
hs16 48751  48775 0.059
hs16 48826  48850 0.03
hs16 48851  48875 0.03
hs16 48876  48900 0.03
hs16 48901  48925 0.03
hs16 48926  48950 0.03
hs16 48951  48975 0.03
hs16 48976  49000 0.088
hs16 49001  49025 0.118
hs16 49026  49050 0.118
hs16 49051  49075 0.059
hs16 49076  49100 0.118
hs16 49101  49125 0.176
hs16 49126  49150 0.03
hs16 49151  49175 0.03
hs16 49251  49275 0.206
hs16 49276  49300 0.058
hs16 49301  49325 0.175
hs16 49326  49350 0.354
hs16 49351  49375 0.116
hs16 49376  49400 0.088
hs16 49401  49425 0.058
hs16 49426  49450 0.323
hs16 49451  49475 0.295
hs16 49476  49500 0.147
hs16 49501  49525 0.058
hs16 49526  49550 0.03
hs16 49551  49575 0.058
hs16 49576  49600 0.03
hs16 49601  49625 0.03
hs16 49701  49725 0.03
hs16 49726  49750 0.03
hs16 49751  49775 0.264
hs16 49776  49800 0.295
hs16 49801  49825 0.175
hs16 49826  49850 0.058
hs16 50126  50150 0.03
hs16 50151  50175 0.03
hs16 50176  50200 0.03
hs16 50226  50250 0.058
hs16 50251  50275 0.147
hs16 50276  50300 0.207
hs16 50451  50475 0.207
hs16 50476  50500 0.118
hs16 50501  50525 0.088
hs16 50526  50550 0.059
hs16 50551  50575 0.088
hs16 50576  50600 0.176
hs16 50601  50625 0.176
hs16 50626  50650 0.088
hs16 50676  50700 0.03
hs16 50701  50725 0.03
hs16 50726  50750 0.03
hs16 51001  51025 0.03
hs16 51026  51050 0.059
hs16 51051  51075 0.059
hs16 51076  51100 0.059
hs16 51101  51125 0.059
hs16 51126  51150 0.088
hs16 51151  51175 0.088
hs16 51176  51200 0.03
hs16 51201  51225 0.03
hs16 51251  51275 0.059
hs16 51276  51300 0.059
hs16 51401  51425 0.088
hs16 51426  51450 0.03
hs16 51451  51475 0.03
hs16 51601  51625 0.03
hs16 51626  51650 0.03
hs16 51651  51675 0.03
hs16 51676  51700 0.03
hs16 51801  51825 0.03
hs16 51826  51850 0.118
hs16 51851  51875 0.118
hs16 51876  51900 0.148
hs16 51901  51925 0.088
hs16 51926  51950 0.058
hs16 51951  51975 0.03
hs16 52301  52325 0.03
hs16 52326  52350 0.03
hs16 52351  52375 0.03
hs16 52401  52425 0.03
hs16 52426  52450 0.03
hs16 52451  52475 0.03
hs16 52601  52625 0.03
hs16 52626  52650 0.088
hs16 52651  52675 0.118
hs16 52676  52700 0.118
hs16 52776  52800 0.088
hs16 52801  52825 0.118
hs16 52826  52850 0.118
hs16 52851  52875 0.148
hs16 52876  52900 0.058
hs16 52976  53000 0.03
hs16 53026  53050 0.03
hs16 53051  53075 0.03
hs16 53076  53100 0.03
hs16 53126  53150 0.03
hs16 53151  53175 0.03
hs16 53176  53200 0.03
hs16 53601  53625 0.03
hs16 53626  53650 0.088
hs16 53651  53675 0.148
hs16 53676  53700 0.118
hs16 53701  53725 0.088
hs16 53726  53750 0.03
hs16 53751  53775 0.058
hs16 53776  53800 0.03
hs16 54301  54325 0.03
hs16 54326  54350 0.03
hs16 54351  54375 0.03
hs16 54701  54725 0.03
hs16 54726  54750 0.03
hs16 54751  54775 0.03
hs16 54776  54800 0.03
hs16 54801  54825 0.058
hs16 54826  54850 0.058
hs16 54901  54925 0.088
hs16 54926  54950 0.148
hs16 54951  54975 0.118
hs16 54976  55000 0.088
hs16 55001  55025 0.03
hs16 55451  55475 0.03
hs16 55476  55500 0.03
hs16 55501  55525 0.03
hs16 55551  55575 0.03
hs16 55576  55600 0.03
hs16 55601  55625 0.03
hs16 55651  55675 0.03
hs16 55676  55700 0.03
hs16 55701  55725 0.03
hs16 56051  56075 0.03
hs16 56076  56100 0.03
hs16 56101  56125 0.03
hs16 56176  56200 0.03
hs16 56201  56225 0.03
hs16 56226  56250 0.03
hs16 58026  58050 0.03
hs16 58051  58075 0.03
hs16 58076  58100 0.03
hs16 60151  60175 0.03
hs16 60176  60200 0.03
hs16 60201  60225 0.03
hs16 60626  60650 0.03
hs16 60651  60675 0.03
hs16 60676  60700 0.03
hs16 63051  63075 0.03
hs16 63076  63100 0.03
hs16 63101  63125 0.03
hs16 63176  63200 0.03
hs16 63201  63225 0.03
hs16 63226  63250 0.03
hs16 67051  67075 0.03
hs16 67076  67100 0.03
hs16 67101  67125 0.03
hs16 67476  67500 0.03
hs16 67501  67525 0.03
hs16 67526  67550 0.03
hs16 67576  67600 0.03
hs16 67601  67625 0.03
hs16 67626  67650 0.03
hs16 68226  68250 0.053
hs16 68251  68275 0.196
hs16 68276  68300 1.43
hs16 68301  68325 1.763
hs16 68326  68350 2.95
hs16 68651  68675 0.03
hs16 68676  68700 0.03
hs16 68701  68725 0.03
hs16 68726  68750 0.03
hs16 68751  68775 0.03
hs16 68776  68800 0.03
hs16 69151  69175 0.03
hs16 69176  69200 0.03
hs16 69201  69225 0.053
hs16 69226  69250 0.053
hs16 69251  69275 0.03
hs16 69301  69325 0.085
hs16 69326  69350 0.139
hs16 69426  69450 3.051
hs16 69451  69475 3.188
hs16 69476  69500 3.078
hs16 69501  69525 3.326
hs16 69526  69550 2.969
hs16 69551  69575 2.447
hs16 69576  69600 1.43
hs16 69601  69625 1.211
hs16 69626  69650 1.321
hs16 69651  69675 1.293
hs16 69676  69700 1.266
hs16 69701  69725 0.057
hs16 69726  69750 0.057
hs16 69751  69775 0.057
hs16 69776  69800 0.057
hs16 70351  70375 0.03
hs16 70376  70400 0.059
hs16 70401  70425 0.059
hs16 70426  70450 0.03
hs16 70451  70475 0.03
hs16 70476  70500 0.03
hs16 70501  70525 0.03
hs16 70651  70675 0.059
hs16 70676  70700 0.059
hs16 70701  70725 0.089
hs16 70726  70750 0.03
hs16 70751  70775 0.059
hs16 70776  70800 0.03
hs16 70801  70825 0.03
hs16 70826  70850 0.03
hs16 70851  70875 0.03
hs16 70876  70900 0.03
hs16 70901  70925 0.03
hs16 70926  70950 0.089
hs16 70951  70975 0.089
hs16 70976  71000 0.059
hs16 71001  71025 0.059
hs16 71026  71050 0.059
hs16 71051  71075 0.059
hs16 71501  71525 0.03
hs16 71526  71550 0.03
hs16 71551  71575 0.03
hs16 71626  71650 0.015
hs16 71651  71675 0.015
hs16 71676  71700 0.03
hs16 71701  71725 0.015
hs16 71726  71750 0.015
hs16 72876  72900 0.03
hs16 72901  72925 0.03
hs16 72926  72950 0.03
hs16 73051  73075 1.481
hs16 73076  73100 1.657
hs16 73101  73125 1.789
hs16 73126  73150 1.701
hs16 73151  73175 2.625
hs16 73176  73200 3.681
hs16 73201  73225 4.957
hs16 73226  73250 5.177
hs16 73251  73275 4.913
hs16 73276  73300 0.162
hs16 73301  73325 0.118
hs16 73326  73350 0.25
hs16 73351  73375 0.118
hs16 73376  73400 0.162
hs16 73401  73425 0.074
hs16 73426  73450 0.074
hs16 73451  73475 0.03
hs16 73476  73500 0.03
hs16 73501  73525 0.03
hs16 73526  73550 0.03
hs16 73551  73575 0.074
hs16 73576  73600 0.206
hs16 73601  73625 0.206
hs16 73626  73650 0.118
hs16 73651  73675 0.03
hs16 73676  73700 0.03
hs16 73701  73725 0.03
hs16 73726  73750 0.03
hs16 73751  73775 0.03
hs16 73776  73800 0.03
hs16 73801  73825 0.074
hs16 73826  73850 0.162
hs16 73851  73875 0.206
hs16 73876  73900 0.206
hs16 73901  73925 0.264
hs16 73926  73950 0.206
hs16 73951  73975 0.235
hs16 73976  74000 0.147
hs16 74001  74025 0.235
hs16 74026  74050 0.382
hs16 74051  74075 0.499
hs16 74076  74100 0.411
hs16 74101  74125 0.235
hs16 74126  74150 0.147
hs16 74151  74175 0.147
hs16 74176  74200 0.323
hs16 74201  74225 0.235
hs16 74226  74250 0.206
hs16 74301  74325 0.118
hs16 74326  74350 0.382
hs16 74351  74375 0.499
hs16 74376  74400 0.47
hs16 74401  74425 0.235
hs16 74426  74450 0.294
hs16 74451  74475 0.235
hs16 74476  74500 0.294
hs16 74501  74525 0.206
hs16 74526  74550 0.235
hs16 74551  74575 0.147
hs16 74576  74600 0.147
hs16 74601  74625 0.03
hs16 74626  74650 0.088
hs16 74651  74675 0.147
hs16 74676  74700 0.147
hs16 74701  74725 0.088
hs16 74726  74750 0.03
hs16 74751  74775 0.118
hs16 74776  74800 0.147
hs16 74801  74825 0.176
hs16 74826  74850 0.088
hs16 74851  74875 0.206
hs16 74876  74900 0.235
hs16 74901  74925 0.235
hs16 74926  74950 0.118
hs16 74951  74975 0.03
hs16 74976  75000 0.118
hs16 75001  75025 0.118
hs16 75026  75050 0.162
hs16 75051  75075 0.118
hs16 75076  75100 0.118
hs16 75101  75125 0.03
hs16 75126  75150 0.294
hs16 75151  75175 0.294
hs16 75176  75200 0.294
hs16 75201  75225 0.118
hs16 75226  75250 0.206
hs16 75251  75275 0.25
hs16 75276  75300 0.206
hs16 75301  75325 0.074
hs16 75326  75350 0.03
hs16 75351  75375 0.03
hs16 75376  75400 0.03
hs16 75401  75425 5.221
hs16 75426  75450 4.165
hs16 75451  75475 3.681
hs16 75476  75500 2.757
hs16 75501  75525 1.921
hs16 75526  75550 1.613
hs16 75551  75575 2.185
hs16 75576  75600 2.273
hs16 75601  75625 1.833
hs16 75626  75650 1.041
hs16 75651  75675 0.602
hs16 75676  75700 0.777
hs16 75701  75725 0.733
hs16 75726  75750 1.393
hs16 75751  75775 2.141
hs16 75776  75800 2.009
hs16 75801  75825 1.173
hs16 75826  75850 0.074
hs16 75851  75875 0.338
hs16 75876  75900 0.821
hs16 75901  75925 0.953
hs16 75926  75950 0.69
hs16 75951  75975 0.496
hs16 75976  76000 0.707
hs16 76001  76025 1.555
hs16 76026  76050 1.555
hs16 76051  76075 1.385
hs16 76076  76100 0.877
hs16 76101  76125 1.046
hs16 76126  76150 1.301
hs16 76151  76175 1.301
hs16 76176  76200 1.004
hs16 76201  76225 1.682
hs16 76226  76250 2.275
hs16 76251  76275 4.097
hs16 76276  76300 3.673
hs16 76301  76325 3.376
hs16 76326  76350 1.682
hs16 76351  76375 3.419
hs16 76376  76400 4.52
hs16 76401  76425 5.367
hs16 76426  76450 3.165
hs16 76451  76475 1.555
hs16 76476  76500 1.682
hs16 76501  76525 2.741
hs16 76526  76550 2.953
hs16 76551  76575 1.682
hs16 76576  76600 0.58
hs16 76601  76625 0.877
hs16 76626  76650 0.962
hs16 76651  76675 1.089
hs16 76676  76700 1.004
hs16 76701  76725 1.301
hs16 76726  76750 1.004
hs16 76751  76775 1.724
hs16 76776  76800 2.063
hs16 76801  76825 2.148
hs16 76826  76850 1.385
hs16 76851  76875 1.385
hs16 76876  76900 0.03
hs16 76901  76925 0.03
hs16 76926  76950 0.03
hs16 76951  76975 0.072
hs16 76976  77000 0.059
hs16 77001  77025 0.03
hs16 77026  77050 0.03
hs16 77051  77075 0.03
hs16 77076  77100 0.03
hs16 77326  77350 0.03
hs16 77351  77375 0.03
hs16 77376  77400 0.03
hs16 77451  77475 0.03
hs16 77476  77500 0.03
hs16 77501  77525 0.03
hs16 77701  77725 0.03
hs16 77726  77750 0.059
hs16 77751  77775 0.059
hs16 77776  77800 0.03
hs16 77951  77975 0.03
hs16 77976  78000 0.03
hs16 78001  78025 0.03
hs16 78151  78175 0.03
hs16 78176  78200 0.03
hs16 78201  78225 0.03
hs16 78401  78425 0.049
hs16 78426  78450 0.049
hs16 78451  78475 0.049
hs16 78476  78500 0.03
hs16 78501  78525 0.03
hs16 78526  78550 0.03
hs16 78701  78725 2.435
hs16 78726  78750 2.083
hs16 78751  78775 1.555
hs16 78776  78800 0.147
hs16 78801  78825 1.085
hs16 78826  78850 1.437
hs16 78851  78875 2.004
hs16 78876  78900 1.848
hs16 78901  78925 0.088
hs16 78926  78950 0.03
hs16 78976  79000 0.03
hs16 79001  79025 0.049
hs16 79026  79050 0.049
hs16 79051  79075 0.049
hs16 79076  79100 0.03
hs16 79101  79125 0.03
hs16 79726  79750 1.672
hs16 79751  79775 1.613
hs16 79776  79800 1.222
hs16 79801  79825 2.259
hs16 79826  79850 2.259
hs16 79851  79875 2.435
hs16 79876  79900 1.535
hs16 79901  79925 0.166
hs16 79926  79950 0.049
hs16 79951  79975 0.088
hs16 79976  80000 0.088
hs16 80001  80025 0.088
hs16 80051  80075 0.059
hs16 80076  80100 0.059
hs16 80101  80125 0.059
hs16 80226  80250 0.03
hs16 80251  80275 0.03
hs16 80276  80300 0.03
hs16 80401  80425 0.03
hs16 80426  80450 0.03
hs16 80451  80475 0.03
hs16 80501  80525 0.03
hs16 80526  80550 0.059
hs16 80551  80575 0.059
hs16 80576  80600 0.059
hs16 80601  80625 0.03
hs16 80626  80650 0.03
hs16 80651  80675 0.03
hs16 80676  80700 0.03
hs16 80701  80725 0.03
hs16 80751  80775 0.03
hs16 80776  80800 0.03
hs16 80801  80825 0.059
hs16 80826  80850 0.059
hs16 80851  80875 0.088
hs16 80876  80900 0.088
hs16 80901  80925 0.059
hs16 80926  80950 0.074
hs16 80951  80975 0.074
hs16 80976  81000 0.074
hs16 81001  81025 0.059
hs16 81026  81050 0.03
hs16 81051  81075 0.03
hs16 81101  81125 0.03
hs16 81126  81150 0.03
hs16 81151  81175 0.03
hs16 81301  81325 0.03
hs16 81326  81350 0.03
hs16 81351  81375 0.03
hs16 81401  81425 0.059
hs16 81426  81450 0.089
hs16 81451  81475 0.089
hs16 81476  81500 0.03
hs16 81501  81525 0.059
hs16 81526  81550 0.059
hs16 81551  81575 0.059
hs16 81601  81625 0.03
hs16 81626  81650 0.03
hs16 81651  81675 0.059
hs16 81676  81700 0.03
hs16 81701  81725 0.03
hs16 81726  81750 0.03
hs16 81751  81775 0.03
hs16 81776  81800 0.059
hs16 81801  81825 0.059
hs16 81826  81850 0.059
hs16 81851  81875 0.03
hs16 82226  82250 0.03
hs16 82251  82275 0.03
hs16 82276  82300 0.046
hs16 82301  82325 0.03
hs16 82326  82350 0.046
hs16 82351  82375 0.03
hs16 82376  82400 0.078
hs16 82401  82425 0.078
hs16 82426  82450 0.078
hs16 82451  82475 0.03
hs16 82476  82500 0.03
hs16 82501  82525 0.03
hs16 82526  82550 0.03
hs16 82601  82625 1.17
hs16 82626  82650 1.089
hs16 82651  82675 1.024
hs16 82676  82700 1.529
hs16 82701  82725 1.415
hs16 82726  82750 0.046
hs16 82751  82775 0.078
hs16 82776  82800 0.078
hs16 82801  82825 0.046
hs16 82826  82850 0.03
hs16 82851  82875 0.046
hs16 82876  82900 0.078
hs16 82901  82925 0.078
hs16 82926  82950 0.046
hs16 82951  82975 0.078
hs16 82976  83000 0.078
hs16 83001  83025 0.046
hs16 83051  83075 0.046
hs16 83076  83100 0.046
hs16 83101  83125 0.046
hs16 83176  83200 0.03
hs16 83201  83225 0.046
hs16 83226  83250 2.099
hs16 83251  83275 1.741
hs16 83276  83300 1.999
hs16 83301  83325 2.084
hs16 83326  83350 0.108
hs16 83451  83475 0.022
hs16 83476  83500 0.022
hs16 83501  83525 0.074
hs16 83526  83550 0.056
hs16 83551  83575 0.056
hs16 83601  83625 0.074
hs16 83626  83650 0.074
hs16 83651  83675 0.108
hs16 83676  83700 0.022
hs16 83701  83725 0.039
hs16 83726  83750 0.005
hs16 83751  83775 0.005
hs16 83826  83850 0.022
hs16 83851  83875 0.022
hs16 83876  83900 0.022
hs16 83901  83925 0.056
hs16 83926  83950 0.056
hs16 83951  83975 0.074
hs16 83976  84000 0.022
hs16 84001  84025 0.022
hs16 84151  84175 0.022
hs16 84176  84200 0.022
hs16 84201  84225 0.022
hs16 84276  84300 0.03
hs16 84301  84325 0.03
hs16 84326  84350 0.03
hs16 84476  84500 0.03
hs16 84501  84525 0.03
hs16 84526  84550 0.059
hs16 84551  84575 0.03
hs16 84576  84600 0.03
hs16 84601  84625 0.089
hs16 84626  84650 0.089
hs16 84651  84675 0.089
hs16 84726  84750 0.059
hs16 84751  84775 0.059
hs16 84776  84800 0.059
hs16 84901  84925 0.03
hs16 84926  84950 0.03
hs16 84951  84975 0.03
hs16 85451  85475 0.03
hs16 85476  85500 0.059
hs16 85501  85525 0.059
hs16 85526  85550 0.03
hs16 85576  85600 0.03
hs16 85601  85625 0.059
hs16 85626  85650 0.059
hs16 85651  85675 0.03
hs16 86101  86125 0.03
hs16 86126  86150 0.059
hs16 86151  86175 0.059
hs16 86176  86200 0.03
hs16 86201  86225 0.059
hs16 86226  86250 0.059
hs16 86251  86275 0.089
hs16 86276  86300 0.03
hs16 86301  86325 0.03
hs16 86401  86425 0.03
hs16 86426  86450 0.03
hs16 86451  86475 0.03
hs16 86476  86500 0.03
hs16 86501  86525 0.059
hs16 86526  86550 0.059
hs16 86551  86575 0.089
hs16 86576  86600 0.089
hs16 86601  86625 0.089
hs16 86626  86650 0.03
hs16 86951  86975 0.03
hs16 86976  87000 0.03
hs16 87001  87025 0.03
hs16 87176  87200 0.03
hs16 87201  87225 0.03
hs16 87226  87250 0.03
hs16 87276  87300 0.03
hs16 87301  87325 0.03
hs16 87326  87350 0.059
hs16 87351  87375 0.03
hs16 87376  87400 0.03
hs16 87401  87425 0.03
hs16 87426  87450 0.03
hs16 87451  87475 0.089
hs16 87476  87500 0.059
hs16 87501  87525 0.116
hs16 87526  87550 0.051
hs16 87551  87575 0.116
hs16 87576  87600 0.116
hs16 87601  87625 0.159
hs16 87626  87650 0.116
hs16 87651  87675 0.051
hs16 87701  87725 0.073
hs16 87726  87750 0.073
hs16 87751  87775 0.073
hs16 87826  87850 0.03
hs16 87851  87875 0.03
hs16 87876  87900 0.03
hs16 87901  87925 0.03
hs16 87926  87950 0.051
hs16 87951  87975 0.051
hs16 87976  88000 0.03
hs16 88051  88075 0.03
hs16 88076  88100 0.03
hs16 88101  88125 0.03
hs16 88151  88175 2.021
hs16 88176  88200 2.151
hs16 88201  88225 1.761
hs16 88226  88250 2.584
hs16 88251  88275 2.736
hs16 88276  88300 2.259
hs16 88301  88325 0.224
hs16 88401  88425 0.03
hs16 88426  88450 0.03
hs16 88451  88475 0.03
hs16 88826  88850 0.059
hs16 88851  88875 0.059
hs16 88876  88900 0.059
hs16 88926  88950 0.029
hs16 88951  88975 0.059
hs16 88976  89000 0.088
hs16 89001  89025 0.088
hs16 89026  89050 0.088
hs16 89051  89075 0.059
hs16 89076  89100 0.029
hs16 89326  89350 0.059
hs16 89351  89375 0.059
hs16 89376  89400 0.059
hs16 89451  89475 0.033
hs16 89476  89500 0.033
hs16 89501  89525 0.033
hs16 89676  89700 0.029
hs16 89701  89725 0.029
hs16 89726  89750 0.088
hs16 89751  89775 0.088
hs16 89776  89800 0.118
hs16 89801  89825 0.059
hs16 89826  89850 0.059
hs16 89851  89875 0.041
hs16 89876  89900 0.041
hs16 89901  89925 0.01
hs16 90051  90075 0.01
hs16 90076  90100 0.01
hs16 90101  90125 0.01
hs16 90176  90200 0.01
hs16 90201  90225 0.01
hs16 90226  90250 0.01
hs16 90301  90325 0.01
hs16 90326  90350 0.01
hs16 90351  90375 0.01
hs16 90376  90400 1.175
hs16 90401  90425 1.604
hs16 90426  90450 2.952
hs16 90451  90475 3.902
hs16 90476  90500 3.504
hs16 90501  90525 2.37
hs16 90576  90600 0.01
hs16 90601  90625 0.01
hs16 90626  90650 0.01
hs16 90651  90675 0.01
hs16 90676  90700 0.01
hs16 90701  90725 0.01
hs16 90826  90850 0.01
hs16 90851  90875 0.01
hs16 90876  90900 0.01
hs16 91301  91325 0.03
hs16 91326  91350 0.03
hs16 91351  91375 0.118
hs16 91376  91400 0.088
hs16 91401  91425 0.088
hs16 91626  91650 0.03
hs16 91651  91675 0.03
hs16 91676  91700 0.03
hs16 91701  91725 0.03
hs16 91726  91750 0.059
hs16 91751  91775 0.059
hs16 91776  91800 0.03
hs16 91801  91825 0.03
hs16 91826  91850 0.03
hs16 91851  91875 0.03
hs16 92026  92050 0.03
hs16 92051  92075 0.03
hs16 92076  92100 0.03
hs16 92426  92450 0.03
hs16 92451  92475 0.03
hs16 92476  92500 0.03
hs16 92551  92575 0.03
hs16 92576  92600 0.03
hs16 92601  92625 0.03
hs16 92901  92925 0.059
hs16 92926  92950 0.059
hs16 92951  92975 0.059
hs16 93001  93025 0.059
hs16 93026  93050 0.089
hs16 93051  93075 0.089
hs16 93076  93100 0.03
hs16 93776  93800 0.03
hs16 93801  93825 0.03
hs16 93826  93850 0.03
hs16 94176  94200 0.003
hs16 94201  94225 0.003
hs16 94226  94250 0.003
hs16 94401  94425 0.03
hs16 94426  94450 0.03
hs16 94451  94475 0.03
hs16 94601  94625 0.03
hs16 94626  94650 0.03
hs16 94651  94675 0.03
hs16 96051  96075 0.03
hs16 96076  96100 0.03
hs16 96101  96125 0.059
hs16 96126  96150 0.059
hs16 96151  96175 0.059
hs16 96176  96200 0.03
hs16 96226  96250 0.03
hs16 96251  96275 0.03
hs16 96276  96300 0.03
hs16 96951  96975 0.03
hs16 96976  97000 0.03
hs16 97001  97025 0.03
hs16 97501  97525 0.03
hs16 97526  97550 0.03
hs16 97551  97575 0.03
hs16 99151  99175 0.03
hs16 99176  99200 0.03
hs16 99201  99225 0.03
hs16 99226  99250 0.03
hs16 99251  99275 0.03
hs16 99276  99300 0.03
hs16 99476  99500 0.03
hs16 99501  99525 0.03
hs16 99526  99550 0.03
hs16 99551  99575 0.03
hs16 99576  99600 0.03
hs16 99601  99625 0.03
hs16 100526 100550 2.852
hs16 100551 100575 2.823
hs16 100576 100600 3.638
hs16 100601 100625 3.026
hs16 102026 102050 0.03
hs16 102051 102075 0.03
hs16 102076 102100 0.03
hs16 102626 102650 2.483
hs16 102651 102675 1.71
hs16 102676 102700 1.111
hs16 102701 102725 0.938
hs16 102726 102750 1.092
hs16 102751 102775 1.382
hs16 102776 102800 0.03
hs16 103301 103325 0.059
hs16 103326 103350 0.059
hs16 103351 103375 0.118
hs16 103376 103400 0.059
hs16 103401 103425 0.059
hs16 103426 103450 0.03
hs16 103451 103475 0.03
hs16 103476 103500 0.03
hs16 104601 104625 0.059
hs16 104626 104650 0.059
hs16 104651 104675 0.059
hs16 104701 104725 0.059
hs16 104726 104750 0.059
hs16 104751 104775 0.059
hs16 106626 106650 0.03
hs16 106651 106675 0.03
hs16 106676 106700 0.03
hs16 106701 106725 0.03
hs16 106726 106750 0.03
hs16 106751 106775 0.03
hs16 107301 107325 1.24
hs16 107326 107350 1.143
hs16 107351 107375 1.175
hs16 107376 107400 0.051
hs16 109126 109150 1.591
hs16 109151 109175 1.891
hs16 109176 109200 2.051
hs16 109201 109225 1.831
hs16 109226 109250 1.671
hs16 109251 109275 1.211
hs16 109476 109500 0.03
hs16 109501 109525 0.03
hs16 109526 109550 0.03
hs16 109576 109600 0.05
hs16 109601 109625 0.07
hs16 109626 109650 0.07
hs16 109651 109675 0.03
hs16 109701 109725 0.03
hs16 109726 109750 0.05
hs16 109751 109775 0.05
hs16 109776 109800 0.03
hs16 111926 111950 0.003
hs16 111951 111975 0.003
hs16 111976 112000 0.003
hs16 112126 112150 0.03
hs16 112151 112175 0.03
hs16 112176 112200 0.03
hs16 112226 112250 0.03
hs16 112251 112275 0.03
hs16 112276 112300 0.03
hs16 113651 113675 0.03
hs16 113676 113700 0.03
hs16 113701 113725 0.03
hs16 113751 113775 0.03
hs16 113776 113800 0.03
hs16 113801 113825 0.03
hs16 113851 113875 0.03
hs16 113876 113900 0.03
hs16 113901 113925 0.03
hs16 114176 114200 0.03
hs16 114201 114225 0.03
hs16 114226 114250 0.03
hs16 114251 114275 0.03
hs16 114276 114300 0.03
hs16 114301 114325 0.03
hs16 114876 114900 0.03
hs16 114901 114925 0.03
hs16 114926 114950 0.03
hs16 114951 114975 0.118
hs16 114976 115000 0.147
hs16 115001 115025 0.296
hs16 115026 115050 0.176
hs16 115051 115075 0.147
hs16 115676 115700 0.03
hs16 115701 115725 0.03
hs16 115726 115750 0.03
hs16 115751 115775 0.03
hs16 115776 115800 0.03
hs16 115801 115825 0.059
hs16 115826 115850 0.03
hs16 115851 115875 0.03
hs16 115876 115900 0.03
hs16 115901 115925 0.03
hs16 115926 115950 0.03
hs16 116626 116650 0.059
hs16 116651 116675 0.059
hs16 116676 116700 0.059
hs16 116701 116725 0.03
hs16 116726 116750 0.03
hs16 116751 116775 0.03
hs16 117376 117400 0.03
hs16 117401 117425 0.03
hs16 117426 117450 0.03
hs16 117576 117600 0.03
hs16 117601 117625 0.03
hs16 117626 117650 0.03
hs16 118376 118400 0.03
hs16 118401 118425 0.03
hs16 118426 118450 0.03
hs16 118876 118900 0.03
hs16 118901 118925 0.03
hs16 118926 118950 0.03
hs16 118951 118975 0.03
hs16 118976 119000 0.03
hs16 119001 119025 0.03
hs16 120151 120175 0.03
hs16 120176 120200 0.03
hs16 120201 120225 0.03
hs16 120251 120275 0.03
hs16 120276 120300 0.03
hs16 120301 120325 0.03
hs16 120526 120550 0.877
hs16 120551 120575 1.264
hs16 120576 120600 1.506
hs16 120776 120800 0.03
hs16 120801 120825 0.03
hs16 120826 120850 0.03
hs16 120851 120875 0.03
hs16 120876 120900 0.03
hs16 120901 120925 0.03
hs16 121551 121575 0.03
hs16 121576 121600 0.03
hs16 121601 121625 0.03
hs16 121651 121675 0.03
hs16 121676 121700 0.059
hs16 121701 121725 0.059
hs16 121726 121750 0.03
hs16 122476 122500 0.03
hs16 122501 122525 0.03
hs16 122526 122550 0.03
hs16 122576 122600 0.03
hs16 122601 122625 0.03
hs16 122626 122650 0.03
hs16 123926 123950 0.03
hs16 123951 123975 0.03
hs16 123976 124000 0.03
hs16 124001 124025 0.03
hs16 124026 124050 0.03
hs16 124051 124075 0.03
hs16 124126 124150 0.03
hs16 124151 124175 0.03
hs16 124176 124200 0.03
hs16 125251 125275 0.03
hs16 125276 125300 0.03
hs16 125301 125325 0.03
hs16 125351 125375 0.03
hs16 125376 125400 0.03
hs16 125401 125425 0.03
hs16 125826 125850 0.03
hs16 125851 125875 0.03
hs16 125876 125900 0.03
hs16 125926 125950 0.03
hs16 125951 125975 0.03
hs16 125976 126000 0.03
hs16 126426 126450 0.03
hs16 126451 126475 0.03
hs16 126476 126500 0.03
hs16 126851 126875 0.03
hs16 126876 126900 0.03
hs16 126901 126925 0.03
hs16 126926 126950 0.03
hs16 126951 126975 0.03
hs16 126976 127000 0.03
hs16 127351 127375 0.03
hs16 127376 127400 0.03
hs16 127401 127425 0.03
hs16 127426 127450 0.03
hs16 127451 127475 0.03
hs16 127476 127500 0.03
hs16 128026 128050 0.03
hs16 128051 128075 0.03
hs16 128076 128100 0.058
hs16 128101 128125 0.03
hs16 128126 128150 0.03
hs16 128151 128175 1.706
hs16 128176 128200 1.384
hs16 128201 128225 1.119
hs16 128226 128250 1.147
hs16 128251 128275 0.798
hs16 128276 128300 0.518
hs16 128301 128325 0.197
hs16 128326 128350 0.197
hs16 128351 128375 0.03
hs16 128376 128400 0.058
hs16 128401 128425 0.169
hs16 128426 128450 0.169
hs16 128451 128475 0.183
hs16 128476 128500 0.088
hs16 128501 128525 0.059
hs16 128526 128550 0.015
hs16 128651 128675 0.088
hs16 128676 128700 0.059
hs16 128701 128725 0.029
hs16 128751 128775 0.029
hs16 128776 128800 0.029
hs16 128801 128825 0.029
hs16 128851 128875 0.029
hs16 128876 128900 0.029
hs16 128901 128925 0.029
hs16 128951 128975 0.059
hs16 128976 129000 0.059
hs16 129001 129025 0.088
hs16 129026 129050 0.059
hs16 129051 129075 0.088
