	5C_305_ENm008_REV_1|hg18|chr16:1-5693	5C_305_ENm008_OUT_2-5|hg18|chr16:5693-11138	5C_305_ENm008_REV_6|hg18|chr16:11138-15091	5C_305_ENm008_FOR_7|hg18|chr16:15091-18344	5C_305_ENm008_FOR_8|hg18|chr16:18344-29756	5C_305_ENm008_REV_10|hg18|chr16:29779-44231	5C_305_ENm008_REV_11|hg18|chr16:44231-50868	5C_305_ENm008_REV_12|hg18|chr16:50868-52846	5C_305_ENm008_REV_13|hg18|chr16:52846-55911	5C_305_ENm008_FOR_14|hg18|chr16:55911-56690	5C_305_ENm008_REV_15|hg18|chr16:56690-64056	5C_305_ENm008_FOR_16|hg18|chr16:64056-65723	5C_305_ENm008_REV_17|hg18|chr16:65723-74448	5C_305_ENm008_REV_18|hg18|chr16:74448-86128	5C_305_ENm008_FOR_19|hg18|chr16:86128-86217	5C_305_ENm008_FOR_20|hg18|chr16:86217-87749	5C_305_ENm008_REV_21|hg18|chr16:87749-90248	5C_305_ENm008_FOR_22|hg18|chr16:90248-91497	5C_305_ENm008_FOR_23|hg18|chr16:91497-95256	5C_305_ENm008_FOR_24|hg18|chr16:95256-100530	5C_305_ENm008_FOR_25|hg18|chr16:100530-104687	5C_305_ENm008_REV_26|hg18|chr16:104687-109838	5C_305_ENm008_OUT_27|hg18|chr16:109838-120933	5C_305_ENm008_REV_28|hg18|chr16:120933-131220	5C_305_ENm008_FOR_29|hg18|chr16:131220-134334	5C_305_ENm008_OUT_30|hg18|chr16:134334-147782	5C_305_ENm008_REV_31+32|hg18|chr16:147782-167103	5C_305_ENm008_REV_33|hg18|chr16:167103-171769	5C_305_ENm008_REV_34|hg18|chr16:171769-185994	5C_305_ENm008_FOR_35|hg18|chr16:185994-189074	5C_305_ENm008_OUT_36|hg18|chr16:189074-192185	5C_305_ENm008_REV_37|hg18|chr16:192185-203353	5C_305_ENm008_REV_38|hg18|chr16:203353-217802	5C_305_ENm008_REV_39|hg18|chr16:217802-225341	5C_305_ENm008_REV_40|hg18|chr16:225341-235762	5C_305_ENm008_OUT_41|hg18|chr16:235762-237363	5C_305_ENm008_FOR_42|hg18|chr16:237363-239095	5C_305_ENm008_REV_43|hg18|chr16:239095-247214	5C_305_ENm008_OUT_44|hg18|chr16:247214-260279	5C_305_ENm008_REV_45|hg18|chr16:260279-277942	5C_305_ENm008_OUT_46|hg18|chr16:277942-286059	5C_305_ENm008_FOR_47|hg18|chr16:286059-289198	5C_305_ENm008_FOR_48|hg18|chr16:289198-303867	5C_305_ENm008_FOR_49|hg18|chr16:303867-310528	5C_305_ENm008_FOR_50|hg18|chr16:310528-314538	5C_305_ENm008_FOR_51|hg18|chr16:314538-327240	5C_305_ENm008_OUT_52|hg18|chr16:327240-331940	5C_305_ENm008_FOR_53|hg18|chr16:331940-332109	5C_305_ENm008_FOR_54|hg18|chr16:332109-334889	5C_305_ENm008_FOR_55|hg18|chr16:334889-335401	5C_305_ENm008_OUT_56|hg18|chr16:335401-346310	5C_305_ENm008_FOR_57|hg18|chr16:346310-352385	5C_305_ENm008_FOR_58|hg18|chr16:352385-353009	5C_305_ENm008_REV_59|hg18|chr16:353009-360924	5C_305_ENm008_REV_60|hg18|chr16:360924-372570	5C_305_ENm008_OUT_61|hg18|chr16:372570-372670	5C_305_ENm008_REV_62|hg18|chr16:372670-376971	5C_305_ENm008_REV_63|hg18|chr16:376971-380160	5C_305_ENm008_OUT_64|hg18|chr16:380160-402437	5C_305_ENm008_REV_65|hg18|chr16:402437-418222	5C_305_ENm008_FOR_66|hg18|chr16:418222-421291	5C_305_ENm008_FOR_67|hg18|chr16:421291-433293	5C_305_ENm008_OUT_68|hg18|chr16:433293-433293	5C_305_ENm008_FOR_69|hg18|chr16:441045-445126	5C_305_ENm008_FOR_70|hg18|chr16:445126-447073	5C_305_ENm008_FOR_71|hg18|chr16:447073-454365	5C_305_ENm008_REV_72|hg18|chr16:454365-483412	5C_305_ENm008_FOR_73|hg18|chr16:483412-483472	5C_305_ENm008_REV_74|hg18|chr16:483472-496513	5C_305_ENm008_FOR_75|hg18|chr16:496513-499411
5C_305_ENm008_REV_63|hg18|chr16:376971-380160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	314	0	314	314	81	95	20	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_64|hg18|chr16:380160-402437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	158	308	314	0	314	314	161	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_65|hg18|chr16:402437-418222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	314	314	0	314	314	1	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_66|hg18|chr16:418222-421291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81	314	314	0	314	314	29	38	4	15	0	0	314	
5C_305_ENm008_FOR_67|hg18|chr16:421291-433293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	50	95	161	314	314	0	314	314	314	312	0	0	54	184	
5C_305_ENm008_OUT_68|hg18|chr16:433293-433293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	314	314	0	314	314	314	171	115	121	167	
5C_305_ENm008_FOR_69|hg18|chr16:441045-445126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	314	314	0	314	314	314	141	141	143	
5C_305_ENm008_FOR_70|hg18|chr16:445126-447073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	314	314	314	0	314	314	271	141	156	
5C_305_ENm008_FOR_71|hg18|chr16:447073-454365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	312	314	314	314	0	314	314	147	270	
5C_305_ENm008_REV_72|hg18|chr16:454365-483412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	171	314	314	314	0	314	0	314	
5C_305_ENm008_FOR_73|hg18|chr16:483412-483472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	141	271	314	314	0	314	314	
5C_305_ENm008_REV_74|hg18|chr16:483472-496513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	121	141	141	147	0	314	0	314	
5C_305_ENm008_FOR_75|hg18|chr16:496513-499411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	184	167	143	156	270	314	314	314	0	
